"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"CAAS","China Automotive Systems, Inc.","5.28","148067140.32","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/caas",
"HGSH","China HGS Real Estate, Inc.","8.15","367157500","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/hgsh",
"CHLN","China Housing & Land Development, Inc.","2.14","75085321.86","n/a","1984","Basic Industries","Homebuilding","http://www.nasdaq.com/symbol/chln",
"CJJD","China Jo-Jo Drugstores, Inc.","0.6272","8535566.0544","n/a","n/a","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/cjjd",
"CHNR","China Natural Resources, Inc.","4.04","100640100.64","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/chnr",
"CPSL","China Precision Steel, Inc.","1.3001","5045513.8866","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/cpsl",
"CNYD","China Yida Holding, Co.","4","15658320","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cnyd",
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","18.4","531602514.4","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/imos",
"CIFC","CIFC Corp.","7.99","165438007.67","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/cifc",
"CIMT","Cimatron, Limited","6.54","61226806.38","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/cimt",
"CISAA","CIS Acquisition Ltd.","9.91","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisaa",
"CISAU","CIS Acquisition Ltd.","10.12","52887120","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisau",
"CISAW","CIS Acquisition Ltd.","0.3499","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/cisaw",
"CZNC","Citizens & Northern Corp","19.89","245301480.45","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cznc",
"CDTI","Clean Diesel Technologies, Inc.","2.08","15190383.52","n/a","n/a","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/cdti",
"CLNT","Cleantech Solutions International, Inc.","6.59","19075321.74","n/a","1994","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clnt",
"CLRO","ClearOne, Inc.","9.39","85496222.31","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/clro",
"CLIR","ClearSign Combustion Corporation","8.37","73599628.05","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clir",
"CBLI","Cleveland BioLabs, Inc.","1.57","70541396.82","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/cbli",
"CMSB","CMS Bancorp, Inc.","9.1","16951507.3","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/cmsb",
"COA           ","Coastal Contacts Inc                    ","5.84","188473414.8","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/coa           ",
"JVA","Coffee Holding Co., Inc.","7.12","45370840.08","n/a","2005","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/jva",
"JACQ","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.05","56280000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacq",
"JACQU","COLLABRIUM JAPAN ACQUISITION CORPORATION","10.2","57120000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqu",
"JACQW","COLLABRIUM JAPAN ACQUISITION CORPORATION","0.27","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/jacqw",
"CLRX","CollabRx, Inc.","3.2","6160768","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/clrx",
"CBRX","Columbia Laboratories, Inc.","0.6223","54544685.8558","n/a","1988","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cbrx",
"CBMX","CombiMatrix Corporation","3.16","11332363.56","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmx",
"CBMXW","CombiMatrix Corporation","0.5","0","n/a","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/cbmxw",
"CTCH","Commtouch Software Ltd.","2.8","72971872.4","n/a","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/ctch",
"CBIN","Community Bank Shares of Indiana, Inc.","16.9899","57520920.4905","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cbin",
"ESXB","Community Bankers Trust Corporation.","3.24","70252800.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esxb",
"CPBC","Community Partners Bancorp","6.6","52913355","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cpbc",
"CGEN","Compugen Ltd.","5.93","225219982.73","n/a","1981","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cgen",
"CHCI","Comstock Holding Companies, Inc.","2.77","49698290.17","n/a","2004","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/chci",
"CORT","Corcept Therapeutics Incorporated","1.9","189647075","n/a","1982","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cort",
"BVA","Cordia Bancorp Inc.","5.81","12070885.05","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bva",
"CRTX","Cornerstone Therapeutics Inc.","8.74","234250791","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/crtx",
"CNDO","Coronado Biosciences, Inc.","9.96","279360759.24","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cndo",
"CPAH","CounterPath Corporation","1.74","72387741","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/cpah",
"CRDS","Crossroads Systems, Inc.","2.13","25212586.35","n/a","1992","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/crds",
"CRWS","Crown Crafts, Inc.","5.94","58378432.86","n/a","n/a","Basic Industries","Textiles","http://www.nasdaq.com/symbol/crws",
"CRMB","Crumbs Bake Shop, Inc.","1.29","15457880.37","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/crmb",
"CRMBU","Crumbs Bake Shop, Inc.","1.35","0","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/crmbu",
"CRMBW","Crumbs Bake Shop, Inc.","0.09","0","n/a","n/a","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/crmbw",
"CTIB","CTI Industries Corporation","4.7079","15294300.5034","n/a","1997","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/ctib",
"CUNB","CU Bancorp (CA)","14.76","158384039.76","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/cunb",
"CUI","CUI Global, Inc.","5.8","119151024","n/a","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/cui",
"CVV","CVD Equipment Corporation","9.699","58866819.63","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/cvv",
"CYAN","Cyanotech Corporation","5.8","31690840.4","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/cyan",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","7.65","3219594.3","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cyccp",
"CYTK","Cytokinetics, Incorporated","1.2","178337072.4","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/cytk",
"CYTR","CytRx Corporation","2.37","72326166.9","n/a","1986","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/cytr",
"DAEG","Daegis Inc","1.101","16204272.477","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/daeg",
"DJCO","Daily Journal Corp. (S.C.)","112.6","155471999.6","n/a","n/a","Consumer Services","Newspapers/Magazines","http://www.nasdaq.com/symbol/djco",
"DARA","DARA Biosciences, Inc.","0.6866","17165659.8226","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dara",
"DAIO","Data I/O Corporation","2","15505718","n/a","1981","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/daio",
"DRAM","Dataram Corporation","4.2","7373629.2","n/a","1984","Technology","Electronic Components","http://www.nasdaq.com/symbol/dram",
"DWCH","Datawatch Corporation","14.71","95345968.81","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/dwch",
"DHRM","Dehaier Medical Systems Limited","1.95","9009000","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dhrm",
"DCTH","Delcath Systems, Inc.","0.43","41592078.09","n/a","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dcth",
"DENN","Denny&#39;s Corporation","6.05","555231943.75","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/denn",
"DSCI","Derma Sciences, Inc.","13.52","229524429.68","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/dsci",
"DGLY","Digital Ally, Inc.","6.04","12536406.56","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/dgly",
"DCIN","Digital Cinema Destinations Corp.","5.8","31656400","n/a","n/a","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/dcin",
"DSCO","Discovery Laboratories, Inc.","1.79","95343879.23","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/dsco",
"DVCR","Diversicare Healthcare Services Inc.","4.62","27521413.92","n/a","1991","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/dvcr",
"BAGR","Diversified Restaurant Holdings, Inc.","7.2","186620580","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/bagr",
"DLHC","DLH Holdings Corp.","0.81","7547743.62","n/a","n/a","Technology","Professional Services","http://www.nasdaq.com/symbol/dlhc",
"DNBF","DNB Financial Corp","17.25","47344281","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/dnbf",
"DOVR","Dover Saddlery, Inc.","3.95","21085803.1","n/a","2005","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/dovr",
"DSKX","DS Healthcare Group, Inc.","2.039","24794268.546","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/dskx",
"DYNT","Dynatronics Corporation","2.6301","6593408.2104","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","2.64","482832274.32","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/dvax",
"EGBN","Eagle Bancorp, Inc.","22.71","531162713.85","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/egbn",
"ECTE","Echo Therapeutics, Inc.","0.565","34069877.985","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/ecte",
"ECTY","Ecotality, Inc.","1.7","43570881","n/a","n/a","Consumer Durables","Metal Fabrications","http://www.nasdaq.com/symbol/ecty",
"EFUT","eFuture Information Technology Inc.","3.0001","11932060.7221","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/efut",
"EGAN","eGain Communications Corporation","7.93","198463317","n/a","1999","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/egan",
"ESYS","Elecsys Corporation","5.77","22485666.92","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esys",
"ELSE","Electro-Sensors, Inc.","4.191","14223147.576","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/else",
"ESBK","Elmira Savings Bank NY (The)","22.36","50871906.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/esbk",
"ELTK","Eltek Ltd.","1.17","7733825.19","n/a","1997","Technology","Electrical Products","http://www.nasdaq.com/symbol/eltk",
"EMCF","Emclaire Financial Corp","22.71","40018608.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/emcf",
"ERS","Empire Resources, Inc.","4.78","41033441.56","n/a","n/a","Basic Industries","Metal Fabrications","http://www.nasdaq.com/symbol/ers",
"ENG","ENGlobal Corporation","0.64","17332519.04","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/eng",
"ETRM","EnteroMedics Inc.","1.36","75640847.2","n/a","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/etrm",
"EGT","Entertainment Gaming Asia Incorporated","1.77","53143651.74","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"ENMD","EntreMed, Inc.","1.7899","48368535.7162","n/a","1996","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/enmd",
"EONC","eOn Communications Corporation","0.85","2445750.9","n/a","2000","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/eonc",
"ESMC","Escalon Medical Corp.","1.5","11289645","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/esmc",
"ESSX","Essex Rental Corporation","4.47","110201203.11","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essx",
"CLWT","Euro Tech Holdings Company Limited","2.77","5731747.71","n/a","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EVRY","EveryWare Global, Inc.","10.02","220894637.46","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/evry",
"EVRYW","EveryWare Global, Inc.","1.09","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/evryw",
"EVOL","Evolving Systems, Inc.","6.66","76020829.74","n/a","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXAS","EXACT Sciences Corporation","11.24","720429519.72","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"FRP","FairPoint Communications, Inc.","8.51","225321465.58","n/a","1986","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FMNB","Farmers National Banc Corp.","6.31","118596752.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FBSS","Fauquier Bankshares, Inc.","12.145","45098538.59","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FFCO","FedFirst Financial Corporation","18.71","47249130.11","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ffco",
"FHCO","Female Health Company (The)","9.32","266941492.12","n/a","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FCVA","First Capital Bancorp, Inc. (VA)","3.37","41480612.19","n/a","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","20.02","55755639.94","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCZA","First Citizens Banc Corp.","7.42","57192744.14","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCLF","First Clover Leaf Financial Corp.","8","58473240","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCCO","First Community Corporation","10","52904520","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","4.48","12920539.52","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnm",
"INBK","First Internet Bancorp","26.1","48984010.2","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/inbk",
"FSFG","First Savings Financial Group, Inc.","22.1","51223711.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSGI","First Security Group, Inc.","4.21","262802375.07","n/a","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/fsgi",
"FNBN","FNB United Corp.","8.61","187146426.18","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbn",
"FONR","Fonar Corporation","6.76","40351332.32","n/a","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"VIFL","Food Technology Service, Inc.","5.1499","14602289.1049","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vifl",
"FORD","Forward Industries, Inc.","1.92","15576355.2","n/a","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FREE","FreeSeas Inc.","0.65","2100852","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/free",
"FSBW","FS Bancorp, Inc.","16.77","54336896.25","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/fsbw",
"FULL","Full Circle Capital Corporation","7.79","58965485.78","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/full",
"FLL","Full House Resorts, Inc.","3","56189043","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/fll",
"WILC","G. Willi-Food International,  Ltd.","6.81","88354608.45","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/wilc",
"GALT","Galectin Therapeutics Inc.","4.35","70074541.5","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galt",
"GALTU","Galectin Therapeutics Inc.","9.5201","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtu",
"GALTW","Galectin Therapeutics Inc.","1.43","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/galtw",
"GALE","Galena Biopharma, Inc.","2.44","203664325.84","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gale",
"GENE","Genetic Technologies Ltd","2.9","9358813.3","3227177","1980","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/gene",
"GNVC","GenVec, Inc.","0.4001","5180608.8285","n/a","2000","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gnvc",
"GMETP","GeoMet, Inc.","8.05","44046460.5","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/gmetp",
"GTWN","Georgetown Bancorp, Inc.","13.95","26933460.3","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gtwn",
"GIGA","Giga-tronics Incorporated","1.4","7041645.8","n/a","1983","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/giga",
"GLBZ","Glen Burnie Bancorp","11.76","32226151.44","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/glbz",
"ENT","Global Eagle Entertainment Inc.","9.54","340813208.7","n/a","1998","Finance","Business Services","http://www.nasdaq.com/symbol/ent",
"GTIM","Good Times Restaurants Inc.","3.0551","8328856.3914","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/gtim",
"GCBC","Greene County Bancorp, Inc.","19.8599","83265689.1746","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/gcbc",
"GGAL","Grupo Financiero Galicia S.A.","5.55","127504784.25","22973835","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/ggal",
"GSVC","GSV Capital Corp","8.12","156879212","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gsvc",
"GPRC","Guanwei Recycling Corp.","1.41","14675052.99","n/a","n/a","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/gprc",
"GYRO","Gyrodyne Company of America, Inc.","73","108235640","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/gyro",
"HNRG","Hallador Energy Company","7.87","225121350","n/a","n/a","Energy","Coal Mining","http://www.nasdaq.com/symbol/hnrg",
"HBK","Hamilton Bancorp, Inc.","13.15","48694450","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbk",
"HNH","Handy & Harman Ltd.","15.7","211077582.4","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/hnh",
"HCAP","Harvest Capital Credit Corporation","15.0157","0","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcap",
"HAST","Hastings Entertainment, Inc.","3.1","263264753.4","n/a","1998","Consumer Services","Consumer Electronics/Video Chains","http://www.nasdaq.com/symbol/hast",
"HAUP","Hauppauge Digital, Inc.","0.74","7490534.56","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/haup",
"HMNY","Helios and Matheson Analytics Inc","4.01","9345056.38","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/hmny",
"HEOP","Heritage Oaks Bancorp","5.94","150484862.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/heop",
"HSKA","Heska Corporation","7.59","44050667.43","n/a","1997","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/hska",
"HTWO","HF2 Financial Management Inc.","10.12","410263535","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/htwo",
"HIHO","Highway Holdings Limited","1.86","7038005.64","n/a","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/hiho",
"HFBL","Home Federal Bancorp, Inc. of Louisiana","17.74","41723593","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbl",
"HCIIP","Homeowners Choice, Inc.","35.02","36650496.18","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hciip",
"HBMD","Howard Bancorp, Inc.","7.22","29172200.62","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbmd",
"HDSN","Hudson Technologies, Inc.","3.67","90813849.06","n/a","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/hdsn",
"HPAC","Hyde Park Acquisition Corp. II","10.25","103204687.5","n/a","1998","Finance","Business Services","http://www.nasdaq.com/symbol/hpac",
"ICAD","icad inc.","6.04","65449905.08","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/icad",
"IDRA","Idera Pharmaceuticals, Inc.","0.76","34324130.8","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/idra",
"IROQ","IF Bancorp, Inc.","15.35","70160122.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/iroq",
"IGOI","iGo, Inc","2.35","6839517.55","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/igoi",
"IKAN","Ikanos Communications, Inc.","1.34","94964766.86","n/a","2005","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/ikan",
"IKNX","Ikonics Corporation","15.39","30900596.04","n/a","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/iknx",
"ISNS","Image Sensing Systems, Inc.","5.13","25508899.35","n/a","1995","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/isns",
"ICCC","ImmuCell Corporation","3.6701","11080156.6834","n/a","1987","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/iccc",
"IMMY","Imprimis Pharmaceuticals, Inc.","9.5","84438375","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/immy",
"SAAS","inContact, Inc.","7.29","389013266.52","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/saas",
"IDSA","Industrial Services of America, Inc.","3.25","22975117.75","n/a","n/a","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/idsa",
"INXB","Infinity Cross Border Acquisition Corporation","7.84","56350000","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/inxb",
"INXBU","Infinity Cross Border Acquisition Corporation","8.34","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/inxbu",
"INXBW","Infinity Cross Border Acquisition Corporation","0.59","0","n/a","n/a","Finance","Business Services","http://www.nasdaq.com/symbol/inxbw",
"IFON","InfoSonics Corp","0.45","6382865.7","n/a","n/a","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/ifon",
"INOC","Innotrac Corporation","4.43","58677299.2","n/a","1998","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/inoc",
"ISIG","Insignia Systems, Inc.","2.02","27592692.98","n/a","1991","Consumer Services","Advertising","http://www.nasdaq.com/symbol/isig",
"INSM","Insmed, Inc.","13.87","441001601.59","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insm",
"IPCI","Intellipharmaceutics International Inc.","1.7999","35497514.4063","n/a","1994","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ipci",
"IMCB","Intermountain Community Bancorp","13.501","35151284.606","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/imcb",
"PTNT","Internet Patents Corporation","3.63","28139585.76","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ptnt",
"INPH","Interphase Corporation","2.44","17085236.24","n/a","1984","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/inph",
"INTT","inTest Corporation","3.38","35321601.64","n/a","1997","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/intt",
"ISRL","Isramco, Inc.","99.48","270355900.68","n/a","1983","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/isrl",
"IVAN","Ivanhoe Energy, Inc.","1.23","141233831.19","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ivan",
"MAYS","J. W. Mays, Inc.","21.99","44327002.2","n/a","n/a","Consumer Services","Building operators","http://www.nasdaq.com/symbol/mays",
"JXSB","Jacksonville Bancorp Inc.","19","36100095","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jxsb",
"JAXB","Jacksonville Bancorp, Inc.","0.485","51357076.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/jaxb",
"JCTCF","Jewett-Cameron Trading Company","10.4999","32918530.4872","n/a","n/a","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/jctcf",
"JOEZ","Joe&#39;s Jeans Inc.","1.71","116260006.68","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/joez",
"KCLI","Kansas City Life Insurance Company","38.58","425271815.28","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/kcli",
"KIPO","Keating Capital, Inc.","6.599","60263532.978","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kipo",
"KERX","Keryx Biopharmaceuticals, Inc.","8.16","666819353.28","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kerx",
"KGJI","Kingold Jewelry Inc.","1.23","79250302.2","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","5.11","19626993.89","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/kins",
"KONE","Kingtone Wirelessinfo Solution Holding Ltd","2.21","1578768.75","714375","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/kone",
"KIPS","Kips Bay Medical, Inc.","0.9715","26151885.2485","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/kips",
