公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
2540,亚太科技,江苏亚太轻合金科技股份有限公司,"Jiangsu Asia-Pacific Light Alloy Technology Co.,Ltd.",江苏省无锡市新区坊兴路8号,2540,亚太科技,2011-01-18,416000000,144014000,,,,0,0,华东,江苏,无锡市,C 制造业,www.yatal.com；www.apalt.com
2541,鸿路钢构,安徽鸿路钢结构(集团)股份有限公司,"Anhui Honglu Steel Construction(Group) CO., LTD",安徽省合肥市双凤工业区,2541,鸿路钢构,2011-01-18,268000000,69600000,,,,0,0,华东,安徽,合肥市,C 制造业,www.hong-lu.com
2542,中化岩土,中化岩土工程股份有限公司,"CHINA ZHONGHUA GEOTECHNICAL ENGINEERING CO.,LTD.",北京市大兴区北京市大兴工业开发区,2542,中化岩土,2011-01-28,200400000,64228125,,,,0,0,华北,北京,北京市,E 建筑业,www.cge.com.cn
2543,万和电气,广东万和新电气股份有限公司,"GUANGDONG VANWARD NEW ELECTRIC CO.,LTD",广东省佛山市顺德高新区(容桂)建业中路13号,2543,万和电气,2011-01-28,400000000,100000000,,,,0,0,华南,广东,佛山市,C 制造业,www.vanward.com
2544,杰赛科技,广州杰赛科技股份有限公司,"GCI SCIENCE&TECHNOLOGY CO.,LTD.",广东省广州市新港中路381号,2544,杰赛科技,2011-01-28,171920000,103152766,,,,0,0,华南,广东,广州市,I 信息技术,www.chinagci.com
2545,东方铁塔,青岛东方铁塔股份有限公司,"QINGDAO EAST STEEL TOWER STOCK CO.,LTD",山东省胶州市广州北路318号,2545,东方铁塔,2011-02-11,260250000,65250000,,,,0,0,华东,山东,青岛市,C 制造业,www.qddftt.cn
2546,新联电子,南京新联电子股份有限公司,"Nanjing Xinlian Electronics Co.,Ltd.",江苏省南京市江宁经济技术开发区利源北路66号,2546,新联电子,2011-02-11,168000000,51778500,,,,0,0,华东,江苏,南京市,C 制造业,www.xldz.com
2547,春兴精工,苏州春兴精工股份有限公司,"SuZhou ChunXing Precision Mechanical CO.,LTD.",江苏省苏州市苏州工业园区唯亭镇浦田路2号,2547,春兴精工,2011-02-18,284000000,110319150,,,,0,0,华东,江苏,苏州市,C 制造业,www.chunxing-group.com
2548,金新农,深圳市金新农饲料股份有限公司,"Shenzhen Jinxinnong Feed Co.,Ltd.",广东省深圳市宝安区公明镇将石塘下围,2548,金新农,2011-02-18,141000000,40256385,,,,0,0,华南,广东,深圳市,C 制造业,www.safeed.com.cn
2549,凯美特气,湖南凯美特气体股份有限公司,"HUNAN KAIMEITE GASES CO.,LTD.",湖南省岳阳市岳阳楼区七里山（巴陵石化化肥事业部西门）,2549,凯美特气,2011-02-18,270000000,67500000,,,,0,0,华中,湖南,岳阳市,C 制造业,www.china-kmt.cn
2550,千红制药,常州千红生化制药股份有限公司,"Changzhou Qianhong Bio-pharma Co.,Ltd",江苏省常州市新北区长江中路90号,2550,千红制药,2011-02-18,160000000,87764669,,,,0,0,华东,江苏,常州市,C 制造业,www.qhsh.com.cn
2551,尚荣医疗,深圳市尚荣医疗股份有限公司,"Shenzhen Glory Medical Co.,Ltd.",广东省深圳市龙岗区宝龙工业城宝龙5路2号尚荣科技工业园,2551,尚荣医疗,2011-02-25,184500000,83705582,,,,0,0,华南,广东,深圳市,C 制造业,www.glory-medical.com.cn
2552,宝鼎重工,宝鼎重工股份有限公司,"BAODING HEAVY INDUSTRY CO.,LTD.",浙江省杭州余杭区塘栖镇工业园区内,2552,宝鼎重工,2011-02-25,150000000,39750000,,,,0,0,华东,浙江,杭州市,C 制造业,www.bd-zg.com
2553,南方轴承,江苏南方轴承股份有限公司,"Jiangsu NanFang Bearing Co.,Ltd.",江苏省常州市武进高新技术开发区龙翔路,2553,南方轴承,2011-02-25,87000000,31750000,,,,0,0,华东,江苏,常州市,C 制造业,www.nf-bearings.com
2554,惠博普,华油惠博普科技股份有限公司,"CHINA OIL HBP SCIENCE&TECHNOLOGY CO.,LTD",北京市海淀区马甸东路17号11层1212,2554,惠博普,2011-02-25,455625000,176451753,,,,0,0,华北,北京,北京市,B 采矿业,www.china-hbp.com
2555,顺荣股份,芜湖顺荣汽车部件股份有限公司,"Wuhu Shunrong Auto Parts Co.,Ltd.",安徽省芜湖市南陵县经济开发区,2555,顺荣股份,2011-03-02,134000000,34000000,,,,0,0,华东,安徽,芜湖市,C 制造业,www.shunrong.cn
2556,辉隆股份,安徽辉隆农资集团股份有限公司,"Anhui HuiLong Agricultural Means of Production .CO.,LTD.",安徽省合肥市蜀山区祁门路1777号,2556,辉隆股份,2011-03-02,478400000,267682140,,,,0,0,华东,安徽,合肥市,F 批发零售,www.ahamp.com
2557,洽洽食品,洽洽食品股份有限公司,"Chacha Food Co.,Ltd",安徽省合肥市经济技术开发区莲花路,2557,洽洽食品,2011-03-02,338000000,84500000,,,,0,0,华东,安徽,合肥市,C 制造业,www.qiaqiafood.com
2558,世纪游轮,重庆新世纪游轮股份有限公司,"Chongqing New Century Cruise Co.,Ltd.",重庆市南岸区江南大道8号万达广场一栋5层,2558,世纪游轮,2011-03-02,59500000,15087250,,,,0,0,西南,重庆,重庆市,N 公共环保,www.centuryrivercruises.com
2559,亚威股份,江苏亚威机床股份有限公司,"JIANGSU YAWEI MACHINE TOOL CO.,LTD",江苏省扬州市江都区黄海南路仙城工业园,2559,亚威股份,2011-03-03,176000000,83827758,,,,0,0,华东,江苏,扬州市,C 制造业,www.yawei.cc
2560,通达股份,河南通达电缆股份有限公司,"HENAN TONG-DA CABLE CO.,LTD.",河南省偃师市史家湾工业区,2560,通达股份,2011-03-03,103332800,35447452,,,,0,0,华中,河南,洛阳市,C 制造业,www.hntddl.com
2561,徐家汇,上海徐家汇商城股份有限公司,"Shanghai Xujiahui Commercial Co.,Ltd.",上海市肇嘉浜路1068号,2561,徐家汇,2011-03-03,415763000,249362017,,,,0,0,华东,上海,上海市,F 批发零售,www.xjh-sc.com
2562,兄弟科技,兄弟科技股份有限公司,"Brother Enterprises Holding Co.,Ltd.",浙江省海宁市周王庙镇联民村蔡家石桥3号,2562,兄弟科技,2011-03-10,213400000,53400000,,,,0,0,华东,浙江,嘉兴市,C 制造业,www.brother.com.cn
2563,森马服饰,浙江森马服饰股份有限公司,"Zhejiang Semir Garment Co.,Ltd.",浙江省温州市瓯海新桥六虹桥路1189号,2563,森马服饰,2011-03-11,670000000,70000000,,,,0,0,华东,浙江,温州市,C 制造业,www.semirbiz.com
2564,张化机,张家港化工机械股份有限公司,"ZHANGJIAGANG CHEMICAL MACHINERY CO.,LTD.",江苏省苏州张家港市金港镇后塍澄杨路20号,2564,张化机,2011-03-10,303856000,139152227,,,,0,0,华东,江苏,苏州市,C 制造业,www.zhanghuaji.com
2565,上海绿新,上海绿新包装材料科技股份有限公司,"ShangHai LuXin Packing Materials Science&Technology Co.,Ltd",上海市真陈路200号,2565,上海绿新,2011-03-18,341760000,183039000,,,,0,0,华东,上海,上海市,C 制造业,www.luxinevotech.com
2566,益盛药业,吉林省集安益盛药业股份有限公司,"JILIN JIAN YISHENG PHARMACEUTICAL CO.,LTD.",吉林省集安市文化东路17-20号,2566,益盛药业,2011-03-18,220634400,110843171,,,,0,0,东北,吉林,通化市,C 制造业,www.yisheng-pharm.com
2567,唐人神,唐人神集团股份有限公司,"Tangrenshen Group Co.,Ltd.",湖南省株洲市国家高新技术产业开发区栗雨工业园,2567,唐人神,2011-03-25,414000000,227205300,,,,0,0,华中,湖南,株洲市,C 制造业,www.tangrenshen.com.cn
2568,百润股份,上海百润香精香料股份有限公司,"Shanghai Bairun Flavor & Fragrance Co.,Ltd",上海市康桥工业区康桥东路558号,2568,百润股份,2011-03-25,160000000,82890000,,,,0,0,华东,上海,上海市,C 制造业,www.bairun.net
2569,步森股份,浙江步森服饰股份有限公司,"ZHEJIANG BUSEN GARMENTS CO.,LTD.",浙江省诸暨市枫桥镇步森大道419号,2569,步森股份,2011-04-12,140010000,44013750,,,,0,0,华东,浙江,绍兴市,C 制造业,www.busen.cn
2570,贝因美,浙江贝因美科工贸股份有限公司,"Zhejiang Beingmate Technology Industry & Trade Co.,LTD",浙江省杭州市天目山路160号国际花园B17层,2570,贝因美,2011-04-12,639075000,390081713,,,,0,0,华东,浙江,杭州市,C 制造业,www.beingmate.com
2571,德力股份,安徽德力日用玻璃股份有限公司,"Anhui Deli Household Glass Co.,Ltd.",安徽省滁州市凤阳县工业园,2571,德力股份,2011-04-12,340400000,144400000,,,,0,0,华东,安徽,滁州市,C 制造业,www.deliglass.com
2572,索菲亚,索菲亚家居股份有限公司,Suofeiya Home Collection Co. Ltd,广东省广州市增城市新塘镇宁西工业园,2572,索菲亚,2011-04-12,219860000,54000000,,,,0,0,华南,广东,广州市,C 制造业,www.suofeiya.com.cn
2573,国电清新,北京国电清新环保技术股份有限公司,"Beijing SPC Environment Protection Tech Co.,Ltd.",北京市海淀区西八里庄路69号人民政协报大厦10层,2573,国电清新,2011-04-22,296000000,146345000,,,,0,0,华北,北京,北京市,N 公共环保,www.qingxin.com.cn
2574,明牌珠宝,浙江明牌珠宝股份有限公司,"Zhejiang Ming Jewelry Co.,Ltd",浙江省绍兴县福全工业区,2574,明牌珠宝,2011-04-22,240000000,74620144,,,,0,0,华东,浙江,绍兴市,C 制造业,www.mingr.com
2575,群兴玩具,广东群兴玩具股份有限公司,"Guangdong Qunxing Toys Joint-Stock Co.,LTD",广东省汕头市澄海区莱芜经济开发试验区莱美工业区,2575,群兴玩具,2011-04-22,267600000,67600000,,,,0,0,华南,广东,汕头市,C 制造业,www.qunxingtoys.com
2576,通达动力,江苏通达动力科技股份有限公司,"Jiangsu Tongda Power Technology Co.,Ltd.",江苏省南通市通州区四安镇庵东村,2576,通达动力,2011-04-28,165100000,97944695,,,,0,0,华东,江苏,南通市,C 制造业,www.tdchina.com
2577,雷柏科技,深圳雷柏科技股份有限公司,"Shenzhen Rapoo Technology Co.,Ltd.",广东省深圳市坪山新区坑梓街道大工业区锦绣东路22号,2577,雷柏科技,2011-04-28,282880000,70720000,,,,0,0,华南,广东,深圳市,C 制造业,www.rapoo.com
2578,闽发铝业,福建省闽发铝业股份有限公司,"FUJIAN MINFA ALUMINIUM CO.,LTD.",福建省南安市南美综合开发区,2578,闽发铝业,2011-04-28,171800000,43000000,,,,0,0,华东,福建,泉州市,C 制造业,www.minfa.com
2579,中京电子,惠州中京电子科技股份有限公司,"Huizhou China Eagle Electronic Technology Co.,Ltd.",广东省惠州市鹅岭南路七巷三号,2579,中京电子,2011-05-06,233640000,102030357,,,,0,0,华南,广东,惠州市,C 制造业,www.ceepcb.com
2580,圣阳股份,山东圣阳电源股份有限公司,"SHANDONG SACRED SUN POWER SOURCES CO.,LTD.",山东省曲阜市圣阳路1号,2580,圣阳股份,2011-05-06,109294000,38920000,,,,0,0,华东,山东,济宁市,C 制造业,www.sacredsun.cn
2581,万昌科技,淄博万昌科技股份有限公司,"ZIBO WANCHANG SCIENCE & TECHNOLOGY CO.,LTD.",山东省淄博市张店区朝阳路18号,2581,万昌科技,2011-05-20,140764000,82514900,,,,0,0,华东,山东,淄博市,C 制造业,www.wanchang.com
2582,好想你,好想你枣业股份有限公司,"Haoxiangni Jujube Co.,Ltd.",河南省新郑市薛店镇,2582,好想你,2011-05-20,147600000,55895804,,,,0,0,华中,河南,郑州市,C 制造业,www.haoxiangni.cn
2583,海能达,海能达通信股份有限公司,Hytera Communications Corporation Limited,广东省深圳市南山区高新区北区北环路9108号海能达大厦,2583,海能达,2011-05-27,278000000,100407700,,,,0,0,华南,广东,深圳市,C 制造业,www.hytera.cn
2584,西陇化工,西陇化工股份有限公司,"XILONG CHEMICAL CO.,LTD.",广东省汕头市潮汕路西陇中街1-3号,2584,西陇化工,2011-06-02,200000000,72432125,,,,0,0,华南,广东,汕头市,C 制造业,www.xlhg.com.cn
2585,双星新材,江苏双星彩塑新材料股份有限公司,"JIANGSU SHUANGXING COLOR PLASTIC NEW MATERIALS CO.,LTD.",江苏省宿迁市宿豫区彩塑工业园区井头街1号,2585,双星新材,2011-06-02,416000000,104000000,,,,0,0,华东,江苏,宿迁市,C 制造业,"www.cpp.com.cn,www.shuangxingcaisu.com"
2586,围海股份,浙江省围海建设集团股份有限公司,"ZHEJIANG RECLAIM CONSTRUCTION GROUP CO.,LTD.",浙江省宁波市高新区广贤路1009号,2586,围海股份,2011-06-02,304950000,98421563,,,,0,0,华东,浙江,宁波市,E 建筑业,www.zjwh.com.cn
2587,奥拓电子,深圳市奥拓电子股份有限公司,"Shenzhen AOTO Electronics Co.,Ltd.",广东省深圳市南山区深南大道高新技术工业村T2厂房T2A6-B,2587,奥拓电子,2011-06-10,109200000,59800606,,,,0,0,华南,广东,深圳市,C 制造业,www.szaoto.com.cn
2588,史丹利,史丹利化肥股份有限公司,"STANLEY FERTILIZER CO.,LTD.",山东省临沂市临沭县城常林东大街东首,2588,史丹利,2011-06-10,219700000,71138600,,,,0,0,华东,山东,临沂市,C 制造业,www.shidanli.cn
2589,瑞康医药,山东瑞康医药股份有限公司,"Shandong Realcan Pharmaceutical Co.,Ltd.",山东省烟台市芝罘区机场路326号,2589,瑞康医药,2011-06-10,93800000,41113864,,,,0,0,华东,山东,烟台市,F 批发零售,www.realcan.cn
2590,万安科技,浙江万安科技股份有限公司,"ZheJiang Vie Science&Technology Co.,Ltd.",浙江省诸暨市店口镇工业区,2590,万安科技,2011-06-10,121342000,33641027,,,,0,0,华东,浙江,绍兴市,C 制造业,www.vie.com.cn
2591,恒大高新,江西恒大高新技术股份有限公司,"JIANGXI HENGDA HI-TECH CO.,LTD.",江西省南昌市高新区金庐北路88号,2591,恒大高新,2011-06-21,100000000,30000000,,,,0,0,华东,江西,南昌市,C 制造业,www.heng-da.com
2592,八菱科技,南宁八菱科技股份有限公司,"Nanning Baling Technology Co.,Ltd",广西壮族自治区南宁市高新区工业园区科德路1号,2592,八菱科技,2011-11-11,98174915,33667559,,,,0,0,华南,广西,南宁市,C 制造业,www.baling.com.cn
2593,日上集团,厦门日上车轮集团股份有限公司,"Xiamen Sunrise Wheel Group Co.,Ltd.",福建省厦门市集美区杏林杏北路30号,2593,日上集团,2011-06-28,212000000,75810000,,,,0,0,华东,福建,厦门市,C 制造业,www.sunrisewheel.com
2594,比亚迪,比亚迪股份有限公司,BYD COMPANY LIMITED,广东省深圳市龙岗区葵涌镇延安路,2594,比亚迪,2011-06-30,1561000000,384272435,,,,0,0,华南,广东,深圳市,C 制造业,www.byd.com.cn
2595,豪迈科技,山东豪迈机械科技股份有限公司,"HIMILE MECHANICAL SCIENCE&TECHNOLOGY CO.,LTD",山东省高密市密水科技工业园豪迈路1号,2595,豪迈科技,2011-06-28,200000000,70867400,,,,0,0,华东,山东,潍坊市,C 制造业,www.himile.com
2596,海南瑞泽,海南瑞泽新型建材股份有限公司,"Hainan RuiZe New Building Material Co.,Ltd.",海南省三亚市吉阳镇迎宾大道488号,2596,海南瑞泽,2011-07-07,134000000,63926250,,,,0,0,华南,海南,三亚市,C 制造业,www.hnruize.com
2597,金禾实业,安徽金禾实业股份有限公司,"ANHUI JINHE INDUSTRIAL CO.,LTD",安徽省来安县城东大街127号,2597,金禾实业,2011-07-07,277680000,70194779,,,,0,0,华东,安徽,滁州市,C 制造业,www.jinheshiye.com
2598,山东章鼓,山东省章丘鼓风机股份有限公司,"SHANDONG ZHANGQIU BLOWER CO.,LTD",山东省章丘市明水经济开发区世纪大道东首,2598,山东章鼓,2011-07-07,312000000,132770000,,,,0,0,华东,山东,济南市,C 制造业,www.blower.cn
2599,盛通股份,北京盛通印刷股份有限公司,"Beijing Shengtong Printing Co.,Ltd",北京市北京经济技术开发区经海三路18号,2599,盛通股份,2011-07-15,132000000,42000000,,,,0,0,华北,北京,北京市,C 制造业,www.shengtongprint.com
2600,江粉磁材,广东江粉磁材股份有限公司,"JPMF GUANGDONG Co.,LTD.",广东省江门市龙湾路8号,2600,江粉磁材,2011-07-15,317800000,129800000,,,,0,0,华南,广东,江门市,C 制造业,www.jpmf.com.cn
2601,佰利联,河南佰利联化学股份有限公司,"Henan Billions Chemicals Co., Ltd.",河南省焦作市中站区西,2601,佰利联,2011-07-15,188000000,111133284,,,,0,0,华中,河南,焦作市,C 制造业,www.billionschem.com
2602,世纪华通,浙江世纪华通车业股份有限公司,"ZHEJIANG CENTURY HUATONG AUTOMOTIVE PART CO.,LTD",浙江省上虞市经济开发区人民西路439号,2602,世纪华通,2011-07-28,262500000,126000000,,,,0,0,华东,浙江,绍兴市,C 制造业,www.sjhuatong.com
2603,以岭药业,石家庄以岭药业股份有限公司,"SHIJIAZHUANG YILING PHARMACEUTICAL CO.,LTD",河北省石家庄市高新技术产业开发区天山大街238号,2603,以岭药业,2011-07-28,552500000,84494637,,,,0,0,华北,河北,石家庄市,C 制造业,www.yiling.cn
2604,龙力生物,山东龙力生物科技股份有限公司,"SHANDONG LONGLIVE BIO-TECHNOLOGY CO.,LTD.",山东省禹城高新技术开发区,2604,龙力生物,2011-07-28,242320000,180342109,,,,0,0,华东,山东,德州市,C 制造业,www.longlive.cn
2605,姚记扑克,上海姚记扑克股份有限公司,"Shanghai Yaoji Playing Card Co.,Ltd.",上海市嘉定区黄渡镇曹安路4218号,2605,姚记扑克,2011-08-05,187000000,55437284,,,,0,0,华东,上海,上海市,C 制造业,www.yaojipoker.com
2606,大连电瓷,大连电瓷集团股份有限公司,"DALIAN INSULATOR GROUP CO.,LTD.",辽宁省大连经济技术开发区双D港辽河东路88号,2606,大连电瓷,2011-08-05,200000000,50000000,,,,0,0,东北,辽宁,大连市,C 制造业,www.insulators.cn
2607,亚夏汽车,芜湖亚夏汽车股份有限公司,Wuhu Yaxia Automobile Corporation,安徽省芜湖市鸠江区弋江北路花塘村,2607,亚夏汽车,2011-08-10,176000000,72910000,,,,0,0,华东,安徽,芜湖市,F 批发零售,www.yaxia.net
2608,舜天船舶,江苏舜天船舶股份有限公司,Sainty Marine Corporation Ltd.,江苏省南京市雨花台区软件大道21号,2608,舜天船舶,2011-08-10,147000000,50125000,,,,0,0,华东,江苏,南京市,C 制造业,www.saintymarine.com.cn
2609,捷顺科技,深圳市捷顺科技实业股份有限公司,"SHENZHEN JIESHUN SCIENCE AND TECHNOLOGY INDUSTRY CO.,LTD.",广东省深圳市福田区梅林路捷顺大厦,2609,捷顺科技,2011-08-15,122810538,30000000,,,,0,0,华南,广东,深圳市,I 信息技术,www.jieshun.cn
2610,爱康科技,江苏爱康太阳能科技股份有限公司,"Jiangsu Akcome Solar Science&Technology Co.,Ltd.",江苏省江阴市华士工业集中区红苗园区勤丰路1015号,2610,爱康科技,2011-08-15,300000000,166884375,,,,0,0,华东,江苏,无锡市,C 制造业,www.akcome.com
2611,东方精工,广东东方精工科技股份有限公司,"GUANGDONG DONGFANG PRECISION SCIENCE & TECHNOLOGY CO.,LTD",广东省佛山市南海区狮山大道北段,2611,东方精工,2011-08-30,176800000,67002537,,,,0,0,华南,广东,佛山市,C 制造业,www.vmtdf.com
2612,朗姿股份,朗姿股份有限公司,"LANCY CO.,LTD",北京市顺义区马坡镇白马路63号,2612,朗姿股份,2011-08-30,200000000,58076900,,,,0,0,华北,北京,北京市,C 制造业,www.lancygroup.com
2613,北玻股份,洛阳北方玻璃技术股份有限公司,"LUOYANG NORTH GLASS TECHNOLOGY CO.,LTD.",河南省洛阳市高新区滨河路20号,2613,北玻股份,2011-08-30,400500000,116812776,,,,0,0,华中,河南,洛阳市,C 制造业,www.northglass.com
2614,蒙发利,厦门蒙发利科技(集团)股份有限公司,"XIAMEN COMFORT SCIENCE&TECHNOLOGY GROUP CO.,LTD.",福建省厦门市前埔路168号,2614,蒙发利,2011-09-09,240000000,72884000,,,,0,0,华东,福建,厦门市,C 制造业,www.easepal.com.cn
2615,哈尔斯,浙江哈尔斯真空器皿股份有限公司,"ZHEJIANG HAERS VACUUM CONTAINERS CO.,LTD",浙江省永康经济开发区哈尔斯路1号,2615,哈尔斯,2011-09-09,91200000,32623163,,,,0,0,华东,浙江,金华市,C 制造业,www.haers.com
2616,长青集团,广东长青（集团）股份有限公司,GUANGDONG CHANT GROUP INC.,广东省中山市小榄工业大道南42号,2616,长青集团,2011-09-20,148000000,38110000,,,,0,0,华南,广东,中山市,C 制造业,www.chinachant.com
2617,露笑科技,露笑科技股份有限公司,"Roshow Technology Co., Ltd.",浙江省诸暨市店口镇露笑路38号,2617,露笑科技,2011-09-20,180000000,45000000,,,,0,0,华东,浙江,绍兴市,C 制造业,www.roshowtech.com
2618,丹邦科技,深圳丹邦科技股份有限公司,"Shenzhen Danbond Technology Co.,Ltd.",广东省深圳市南山区高新园朗一路丹邦科技大楼,2618,丹邦科技,2011-09-20,160000000,65283350,,,,0,0,华南,广东,深圳市,C 制造业,www.danbang.com
2619,巨龙管业,浙江巨龙管业股份有限公司,"ZHEJIANG DRAGON PIPE MANUFACTURING CO.,LTD.",浙江省金华市婺城新区临江工业园区（白龙桥镇湖家）,2619,巨龙管业,2011-09-29,121550000,54594313,,,,0,0,华东,浙江,金华市,C 制造业,www.zjjlgy.com
2620,瑞和股份,深圳瑞和建筑装饰股份有限公司,"SHENZHEN RUIHE CONSTRUCTION DECORATION CO.,LTD.",广东省深圳市福田区华强北赛格科技园4栋西十楼A座,2620,瑞和股份,2011-09-29,120000000,51996450,,,,0,0,华南,广东,深圳市,E 建筑业,www.sz-ruihe.com
2621,大连三垒,大连三垒机器股份有限公司,"Dalian Sunlight Machinery Co.,Ltd.",辽宁省大连高新技术产业园区七贤岭爱贤街33号,2621,大连三垒,2011-09-29,150000000,37500000,,,,0,0,东北,辽宁,大连市,C 制造业,www.slsj.com.cn
2622,永大集团,吉林永大集团股份有限公司,"Jilin Yongda Group CO.,LTD.",吉林省吉林市高新区吉林大街45-1号,2622,永大集团,2011-10-18,150000000,42280000,,,,0,0,东北,吉林,吉林市,C 制造业,www.jlydjt.com
2623,亚玛顿,常州亚玛顿股份有限公司,"Changzhou Almaden Stock Co.,Ltd.",江苏省常州市青龙东路639号,2623,亚玛顿,2011-10-13,160000000,76000000,,,,0,0,华东,江苏,常州市,C 制造业,www.czamd.com
2624,金磊股份,浙江金磊高温材料股份有限公司,"Zhejiang Jinlei Refractories Co.,Ltd.",浙江省湖州市德清县钟管镇龙山路117号,2624,金磊股份,2011-10-28,200000000,69500000,,,,0,0,华东,浙江,湖州市,C 制造业,www.jinlei.com
2625,龙生股份,浙江龙生汽车部件股份有限公司,"Zhejiang Longsheng Auto Parts Co.,Ltd",浙江省桐庐县富春江镇俞赵工业功能区988号,2625,龙生股份,2011-11-03,116007000,42057000,,,,0,0,华东,浙江,杭州市,C 制造业,www.longsheng988.com
2626,金达威,厦门金达威集团股份有限公司,Xiamen Kingdomway Group Company,福建省厦门市海沧新阳工业区,2626,金达威,2011-10-28,180000000,115429020,,,,0,0,华东,福建,厦门市,C 制造业,www.kingdomway.com
2627,宜昌交运,湖北宜昌交运集团股份有限公司,"HUBEIYICHANG TRANSPORTATION GROUP CO.,LTD.",湖北省宜昌市港窑路5号,2627,宜昌交运,2011-11-03,133500000,69640000,,,,0,0,华中,湖北,宜昌市,G 运输仓储,www.ycjyjt.com
2628,成都路桥,成都市路桥工程股份有限公司,"Chengdu Road & Bridge Engineering CO.,LTD.",四川省成都市武侯区武科东四路11号,2628,成都路桥,2011-11-03,334000000,183339247,,,,0,0,西南,四川,成都市,E 建筑业,www.cdlq.com
2629,仁智油服,四川仁智油田技术服务股份有限公司,"Sichuan Renzhi Oilfield Technology Services Co.,Ltd.",四川省绵阳市滨河北路东段116号,2629,仁智油服,2011-11-03,171645000,120303375,,,,0,0,西南,四川,绵阳市,B 采矿业,www.chinarenzhi.com
2630,华西能源,华西能源工业股份有限公司,"China Western Power Industrial Co.,Ltd.",四川省自贡市高新工业园区荣川路66号,2630,华西能源,2011-11-11,167000000,105933100,,,,0,0,西南,四川,自贡市,C 制造业,www.westernpower.cn
2631,德尔家居,德尔国际家居股份有限公司,"Der International Home Furnishing Co.,LTD.",江苏省吴江市七都镇人民东路,2631,德尔家居,2011-11-11,160000000,69973240,,,,0,0,华东,江苏,苏州市,C 制造业,www.der.com.cn
2632,道明光学,道明光学股份有限公司,"Daoming Optics&Chemical Co., Ltd.",浙江省永康市象珠镇象珠工业区3号迎宾大道1号,2632,道明光学,2011-11-22,106670000,38775000,,,,0,0,华东,浙江,金华市,C 制造业,www.chinadaoming.com
2633,申科股份,申科滑动轴承股份有限公司,SHENKE SLIDE BEARING CORPORATION,浙江省诸暨市望云路132号,2633,申科股份,2011-11-22,150000000,62475000,,,,0,0,华东,浙江,绍兴市,C 制造业,www.shenke.com
2634,棒杰股份,浙江棒杰数码针织品股份有限公司,"Zhejiang Bangjie Digital Knitting Share Co.,Ltd.",浙江省义乌市苏溪镇镇南小区,2634,棒杰股份,2011-12-05,100050000,35415000,,,,0,0,华东,浙江,金华市,C 制造业,www.bangjie.cn
2635,安洁科技,苏州安洁科技股份有限公司,"SUZHOU ANJIE TECHNOLOGY CO.,LTD.",江苏省苏州市吴中区光福镇福锦路8号,2635,安洁科技,2011-11-25,180000000,62257364,,,,0,0,华东,江苏,苏州市,C 制造业,www.anjiesz.com
2636,金安国纪,金安国纪科技股份有限公司,Goldenmax International Technology Ltd.,上海市松江工业区宝胜路33号,2636,金安国纪,2011-11-25,280000000,89095662,,,,0,0,华东,上海,上海市,C 制造业,www.goldenmax.cn
2637,赞宇科技,浙江赞宇科技股份有限公司,"ZHEJIANG ZANYU TECHNOLOGY CO.,LTD",浙江省杭州市城头巷128号,2637,赞宇科技,2011-11-25,160000000,96509106,,,,0,0,华东,浙江,杭州市,C 制造业,www.zzytech.com
2638,勤上光电,东莞勤上光电股份有限公司,"DONGGUAN KINGSUN OPTOELECTRONIC CO.,LTD.",广东省东莞市常平镇横江厦村,2638,勤上光电,2011-11-25,374670000,230755675,,,,0,0,华南,广东,东莞市,C 制造业,www.kingsun-china.com
2639,雪人股份,福建雪人股份有限公司,"Fujian Snowman Co., Ltd.",福建省福州滨海工业区(松下镇首祉村),2639,雪人股份,2011-12-05,160000000,91588000,,,,0,0,华东,福建,福州市,C 制造业,www.snowkey.com
2640,百圆裤业,山西百圆裤业连锁经营股份有限公司,"Shanxi Baiyuan Trousers Chain Management Co.,Ltd.",山西省太原市建设南路632号,2640,百圆裤业,2011-12-08,133340000,33340000,,,,0,0,华北,山西,太原市,F 批发零售,www.byky.com
2641,永高股份,永高股份有限公司,"YONGGAO CO., LTD.",浙江省台州市黄岩经济开发区埭西路2号,2641,永高股份,2011-12-08,360000000,90000000,,,,0,0,华东,浙江,台州市,C 制造业,www.yonggao.com
2642,荣之联,北京荣之联科技股份有限公司,"United Electronics Co.,Ltd.",北京市海淀区北四环西路56号10层1002-1,2642,荣之联,2011-12-20,300000000,83939934,,,,0,0,华北,北京,北京市,I 信息技术,www.ronglian.com
2643,烟台万润,烟台万润精细化工股份有限公司,"Yantai Valiant Fine Chemicals Co.,Ltd",山东省烟台市经济技术开发区五指山路11号,2643,烟台万润,2011-12-20,275640000,184565740,,,,0,0,华东,山东,烟台市,C 制造业,www.valiant-cn.com
2644,佛慈制药,兰州佛慈制药股份有限公司,"Lanzhou Foci Pharmaceutical Co.,Ltd.",甘肃省兰州市城关区雁滩高新技术开发区,2644,佛慈制药,2011-12-22,88858000,23870000,,,,0,0,西北,甘肃,兰州市,C 制造业,www.fczy.com
