"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"GNMK","GenMark Diagnostics, Inc.","15","491555880","n/a","2010","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/gnmk",
"GENT","Gentium SpA","8.37","85400214.84","10203132","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gent",
"GEVO","Gevo, Inc.","1.81","79785049.78","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gevo",
"LAND","Gladstone Land Corporation","16","104484224","n/a","1993","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/land",
"SOCL","Global X Funds Global X Social Media Index ETF","14.8799","10415930","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/socl",
"QQQC","Global X NASDAQ China Technology ETF","16.31","3262000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqqc",
"GAI","Global-Tech Advanced Innovations Inc.","9.64","29310198.28","n/a","1971","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/gai",
"GLBS","Globus Maritime Limited","2.46","25123106.7","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/glbs",
"GLDC","Golden Enterprises, Inc.","3.55","41650843.6","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/gldc",
"GRVY","GRAVITY Co., Ltd.","1.08","14143347.36","13095692","2005","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/grvy",
"GRIF","Griffin Land & Nurseries, Inc.","29.71","152697218.9","n/a","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/grif",
"GTXI","GTx, Inc.","6.13","385820918.83","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gtxi",
"GFED","Guaranty Federal Bancshares, Inc.","10.118","27637509.242","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/gfed",
"GUID","Guidance Software, Inc.","9.4","264816800","n/a","2006","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/guid",
"GWPH","GW Pharmaceuticals Plc","8.9999","31499650","3500000","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/gwph",
"HALL","Hallmark Financial Services, Inc.","9.2","177223804.4","n/a","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/hall",
"HBNK","Hampden Bancorp, Inc.","15.05","87080579.25","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/hbnk",
"HNSN","Hansen Medical, Inc.","1.72","116189930.2","n/a","2006","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/hnsn",
"TINY","Harris & Harris Group, Inc.","3.26","101441032.06","n/a","n/a","Finance","Finance/Investors Services","http://www.nasdaq.com/symbol/tiny",
"HBIO","Harvard Bioscience, Inc.","5.25","157827248.25","n/a","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/hbio",
"HIIQ","Health Insurance Innovations, Inc.","10.45","144856165.3","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/hiiq",
"HMTV","Hemisphere Media Group, Inc.","14.29","157061390","n/a","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/hmtv",
"HBOS","Heritage Financial Group","14.34","113017268.4","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hbos",
"HCCI","Heritage-Crystal Clean, Inc.","14.96","272759950.32","n/a","2008","Basic Industries","Miscellaneous","http://www.nasdaq.com/symbol/hcci",
"HFFC","HF Financial Corp.","13.05","92068011","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hffc",
"HIFS","Hingham Institution for Savings","64.5","137110875","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hifs",
"HMNF","HMN Financial, Inc.","7.4001","32606646.2244","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hmnf",
"HOLL","Hollywood Media Corp.","1.43","32392025.38","n/a","n/a","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/holl",
"HPJ","Hong Kong Highpower Technology","1.12","15211958.72","n/a","n/a","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/hpj",
"HFBC","HopFed Bancorp, Inc.","10.98","82383368.22","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/hfbc",
"HBNC","Horizon Bancorp (IN)","19.95","173440132.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/hbnc",
"HZNP","Horizon Pharma, Inc.","2.4","150708506.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hznp",
"HOVNP","Hovnanian Enterprises Inc","17.4","87000000","n/a","n/a","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/hovnp",
"HPCCP","Huntington Preferred Capital, Inc.","28.95","57900000","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hpccp",
"HYGS","Hydrogenics Corporation","12.995","114119361.05","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/hygs",
"HPTX","Hyperion Therapeutics, Inc.","20.79","416673637.38","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/hptx",
"IDSY","I.D. Systems, Inc.","5.07","61416327.18","n/a","1999","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/idsy",
"INVE","Identive Group, Inc.","0.9111","56759834.4429","n/a","n/a","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/inve",
"IMMU","Immunomedics, Inc.","3.92","324265469.36","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/immu",
"IBTX","Independent Bank Group, Inc","28.46","343285288.42","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ibtx",
"III","Information Services Group, Inc.","1.96","72154185.6","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/iii",
"INOD","Innodata Inc.","3.16","78888480.44","n/a","1993","Technology","EDP Services","http://www.nasdaq.com/symbol/inod",
"INSY","Insys Therapeutics, Inc.","10.86","8536242.36","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/insy",
"IESC","Integrated Electrical Services, Inc.","5.6","84592737.6","n/a","n/a","Capital Goods","Engineering & Construction","http://www.nasdaq.com/symbol/iesc",
"ICPT","Intercept Pharmaceuticals, Inc.","33.92","570032078.72","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/icpt",
"INTX","Intersections, Inc.","9.35","168326965.4","n/a","2004","Technology","EDP Services","http://www.nasdaq.com/symbol/intx",
"IIN","IntriCon Corporation","3.92","22322016.64","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/iin",
"SNAK","Inventure Foods, Inc.","7.52","144478421.12","n/a","1996","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/snak",
"ITIC","Investors Title Company","72.9999","149218803.5904","n/a","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/itic",
"IRIX","IRIDEX Corporation","6.13","52524138.75","n/a","1996","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/irix",
"FCHI","iShares FTSE China (HK Listed) Index Fund","46.55","32585000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fchi",
"IFSM","iShares FTSE Developed Small Cap ex-North America Index Fund","39.28","39280000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifsm",
"IFAS","iShares FTSE EPRA/NAREIT Asia Index Fund","33.55","40260000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifas",
"IFEU","iShares FTSE EPRA/NAREIT Europe Index Fund","32.92","16460000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifeu",
"IFGL","iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund","33.37","1862046000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifgl",
"IFNA","iShares FTSE EPRA/NAREIT North America Index Fund","51.5","23175000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifna",
"SOXX","iShares Goldman Sachs Semiconductor Index Fund","64.53","216175500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/soxx",
"INDY","iShares India 50 ETF","24.74","467586000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/indy",
"AXFN","iShares MSCI ACWI ex US Financials Sector Index Fund","24.9","2490000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axfn",
"ACWX","iShares MSCI ACWI ex US Index Fund","43.86","1464924000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","52.91","4074070000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","59.21","2646687000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aaxj",
"EMFN","iShares MSCI Emerging Markets Financials Sector Index Fund","26.56","6640000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emfn",
"EMMT","iShares MSCI Emerging Markets Materials Sector Index Fund","17.76","7104000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emmt",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","21.8","70850000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eufn",
"FEFN","iShares MSCI Far East Financials Sector Index Fund","28.8","8640000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fefn",
"IBB","iShares NASDAQ Biotechnology Index Fund","183.23","3224848000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ibb",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","34.82","139280000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","9.23","36920000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/icln",
"NUCL","iShares S&P Global Nuclear Index Fund","34.599","9687720","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/nucl",
"WOOD","iShares S&P Global Timber &Forestry Index Fund","47.7","291924000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wood",
"ISHG","iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun","92.612","180593400","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ishg",
"IGOV","iShares S&P/Citigroup International Treasury Bond Fund","98.89","430171500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/igov",
"GNMA","iShares Trust iShares Barclays GNMA Bond Fund","49.3","24650000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/gnma",
"AXJS","iShares Trust iShares MSCI All Country Asia ex Japan Small Cap","60.3","6030000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/axjs",
"AAIT","iShares Trust iShares MSCI All Country Asia Information Techno","29.25","4387500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/aait",
"EEML","iShares Trust iShares MSCI Emerging Markets Latin America Inde","48.63","14589000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeml",
"EEMA","iShares, Inc. iShares MSCI Emerging Markets Asia Index Fund","56.465","124223000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eema",
"EMDI","iShares, Inc. iShares MSCI Emerging Markets Consumer Discrecti","52.28","2614000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emdi",
"EEME","iShares, Inc. iShares MSCI Emerging Markets EMEA Index Fund","51.66","5166000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eeme",
"EMEY","iShares, Inc. iShares MSCI Emerging Markets Energy Sector Capp","39.2501","1962505","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emey",
"EGRW","iShares, Inc. iShares MSCI Emerging Markets Growth Index Fund","56","5600000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/egrw",
"EVAL","iShares, Inc. iShares MSCI Emerging Markets Value Index Fund","47.79","11947500","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eval",
"JMBA","Jamba, Inc.","3.02","252210428.74","n/a","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/jmba",
"JFBI","Jefferson Bancshares, Inc.","5.55","36641194.35","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/jfbi",
"JOUT","Johnson Outdoors Inc.","24.65","244721305.3","n/a","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/jout",
"TAX","JTH Holding Inc. D/B/A Liberty Tax Service","16.38","212626388.52","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tax",
"KBIO","KaloBios Pharmaceuticals, Inc.","5.68","137328234.08","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/kbio",
"KNDI","Kandi Technologies Group, Inc.","3.8","123651494.6","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/kndi",
"KFFB","Kentucky First Federal Bancorp","8.05","68659995.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/kffb",
"KEQU","Kewaunee Scientific Corporation","13.15","34077725.3","n/a","n/a","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/kequ",
"KTEC","Key Technology, Inc.","14.69","90643220.07","n/a","1993","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/ktec",
"KTCC","Key Tronic Corporation","11.47","120307178.32","n/a","1983","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ktcc",
"KONA","Kona Grill, Inc.","10.25","87705795.75","n/a","2005","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/kona",
"KOSS","Koss Corporation","4.84","35732093.76","n/a","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/koss",
"KUTV","Ku6 Media Co., Ltd.","1.25","18571525","14857220","n/a","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/kutv",
"LSBK","Lake Shore Bancorp, Inc.","11.6","68661931.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbk",
"LAKE","Lakeland Industries, Inc.","4.05","21682549.8","n/a","1986","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/lake",
"LACO","Lakes Entertainment, Inc.","3.67","97038235.12","n/a","n/a","Consumer Services","Services-Misc. Amusement & Recreation","http://www.nasdaq.com/symbol/laco",
"LARK","Landmark Bancorp Inc.","21.52","62917034.08","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LTRE","Learning Tree International, Inc.","3.18","42031599.12","n/a","1995","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/ltre",
"LMAT","LeMaitre Vascular, Inc.","6.71","102327473.16","n/a","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"LWAY","Lifeway Foods, Inc.","17.42","284747616.14","n/a","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","29.73","601585331.07","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTON","Linktone Ltd.","3.72","88858970.4","23886820","2004","Technology","Telecommunications Equipment","http://www.nasdaq.com/symbol/lton",
"LPDX","LipoScience, Inc.","6.54","95974755.06","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/lpdx",
"JADE","LJ International, Inc.","1.95","62541710.4","n/a","1998","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/jade",
"LNBB","LNB Bancorp, Inc.","9.44","87826946.88","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lnbb",
"LABC","Louisiana Bancorp, Inc.","16.649","47752695.098","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/labc",
"LSBI","LSB Financial Corp.","22.56","35121001.92","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/lsbi",
"MAGS","Magal Security Systems Ltd.","3.67","59261405.74","n/a","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"CALL","magicJack VocalTec Ltd","15.3","283838256","n/a","1992","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MAG","Magnetek, Inc.","16.46","53001232.92","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mag",
"MGYR","Magyar Bancorp, Inc.","5.4","31359657.6","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MLVF","Malvern Bancorp, Inc.","11.99","78636091.27","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MNKD","MannKind Corporation","6.58","1914005540.58","n/a","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MATR","Mattersight Corporation","3.26","55852765","n/a","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/matr",
"MFLR","Mayflower Bancorp, Inc.","18.02","37195190.12","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mflr",
"MNOV","MediciNova, Inc.","2.99","58800087.19","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MEMS","MEMSIC, Inc.","4.08","99129736.32","n/a","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mems",
"MACK","Merrimack Pharmaceuticals, Inc.","5.49","527522680.8","n/a","1983","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mack",
"MERU","Meru Networks, Inc.","4.19","92607380","n/a","2010","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/meru",
"MLAB","Mesa Laboratories, Inc.","53.39","180432466.02","n/a","1972","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mlab",
"CASH","Meta Financial Group, Inc.","26.89","147838907.46","n/a","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MBLX","Metabolix, Inc.","1.69","58077233.63","n/a","2006","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/mblx",
"MFRI","MFRI, Inc.","7.71","53445403.89","n/a","1989","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/mfri",
"MFI","MicroFinancial Incorporated","7.43","107684149.08","n/a","1999","Finance","Diversified Financial Services","http://www.nasdaq.com/symbol/mfi",
"MVIS","Microvision, Inc.","2.962","74867195.066","n/a","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvis",
"MVISW","Microvision, Inc.","0.03","0","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvisw",
"MPB","Mid Penn Bancorp","10.86","37912585.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mpb",
"MNDO","MIND C.T.I. Ltd.","1.84","34557809.12","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/mndo",
"MSON","MISONIX, Inc.","5.54","39056922.44","n/a","1992","Capital Goods","Medical Specialities","http://www.nasdaq.com/symbol/mson",
"MITL","Mitel Networks Corporation","3.55","190644758.95","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/mitl",
"MOCO","MOCON, Inc.","13.61","75278488.76","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/moco",
"MPAC","MOD-PAC CORP.","8.38","23077061.88","n/a","n/a","Consumer Durables","Containers/Packaging","http://www.nasdaq.com/symbol/mpac",
"MRCC","Monroe Capital Corporation","15.19","87561129.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mrcc",
"MHGC","Morgans Hotel Group Co.","7.11","230495947.38","n/a","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mhgc",
"MOSY","MoSys, Inc.","4.66","188834598.36","n/a","2001","Technology","Semiconductors","http://www.nasdaq.com/symbol/mosy",
"MSBF","MSB Financial Corp.","7.14","35813790.18","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/msbf",
"MFSF","MutualFirst Financial Inc.","15.4","109266495.8","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfsf",
"NSPH","Nanosphere, Inc.","3.88","217321764.32","n/a","2007","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/nsph",
"NATH","Nathan&#39;s Famous, Inc.","51.32","227370180.8","n/a","1993","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/nath",
"NAUH","National American University Holdings, Inc.","3.7","94690607.2","n/a","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/nauh",
"NSEC","National Security Group, Inc.","8.14","20078124","n/a","n/a","Finance","Life Insurance","http://www.nasdaq.com/symbol/nsec",
"NTSC","National Technical Systems, Inc.","12.99","149277260.94","n/a","n/a","Health Care","Precision Instruments","http://www.nasdaq.com/symbol/ntsc",
"NAII","Natural Alternatives International, Inc.","4.65","32086185.75","n/a","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/naii",
"NVSL","Naugatuck Valley Financial Corporation","7.255","50801019.04","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nvsl",
"NAVR","Navarre Corporation","2.32","126182190","n/a","1993","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/navr",
"NLST","Netlist, Inc.","0.6","18245731.8","n/a","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/nlst",
"NCBC","New Century Bancorp, Inc. (NC)","6.37","44058143.22","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ncbc",
"NHTB","New Hampshire Thrift Bancshares, Inc.","12.91","91202552.99","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nhtb",
"NLNK","NewLink Genetics Corporation","16.78","429649198.42","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/nlnk",
"NFSB","Newport Bancorp, Inc.","16.88","59834907.36","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/nfsb",
"NXST","Nexstar Broadcasting Group, Inc.","27.6","799620244.8","n/a","2003","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/nxst",
"NINE","Ninetowns Internet Technology Group Company Limited","1.6","49565286.4","30978304","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/nine",
"NBN","Northeast Bancorp","9.64","92213155.2","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nbn",
"NECB","Northeast Community Bancorp, Inc.","6.35","80294175.2","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/necb",
"NTIC","Northern Technologies International Corporation","10.7","47314009","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/ntic",
"NWFL","Norwood Financial Corp.","30.84","111657792.84","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/nwfl",
"NVDQ","Novadaq Technologies Inc","13.61","647945846.31","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/nvdq",
"NPSP","NPS Pharmaceuticals, Inc.","15.56","1575191781.8","n/a","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/npsp",
"NMRX","Numerex Corp.","11.05","215475000","n/a","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/nmrx",
"PATH","NuPathe Inc.","3.29","102227524.84","n/a","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/path",
"OPTT","Ocean Power Technologies, Inc.","1.65","17170804.2","n/a","2007","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/optt",
"OSHC","Ocean Shore Holding Co.","14.19","98909209.74","n/a","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/oshc",
"OPAY","Official Payments Holdings, Inc.","6.47","108207366.19","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/opay",
"OFS","OFS Capital Corporation","11.83","113863631.7","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ofs",
"OVBC","Ohio Valley Banc Corp.","20.37","82747095.48","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ovbc",
"OFLX","Omega Flex, Inc.","13.21","133312968.62","n/a","n/a","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/oflx",
"OMER","Omeros Corporation","5.51","142867506.17","n/a","2009","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omer",
"OMTH","Omthera Pharmaceuticals, Inc.","13.17","321534632.07","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/omth",
"OTIV","On Track Innovations Ltd","1.1","34935243.2","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/otiv",
"ONFC","Oneida Financial Corp.","13.051","91678002.396","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/onfc",
"OBAS","Optibase Ltd.","4.8","18331444.8","n/a","1999","Finance","Real Estate","http://www.nasdaq.com/symbol/obas",
"OCC","Optical Cable Corporation","4.44","27586017.48","n/a","1987","Basic Industries","Telecommunications Equipment","http://www.nasdaq.com/symbol/occ",
"ORBC","ORBCOMM Inc.","3.92","185353005.6","n/a","2006","Consumer Services","Telecommunications Equipment","http://www.nasdaq.com/symbol/orbc",
"OSIR","Osiris Therapeutics, Inc.","11.5","378714308.5","n/a","2006","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/osir",
"OSN","Ossen Innovation Co., Ltd.","0.73","14528430.07","n/a","2010","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/osn",
"OTEL","Otelco Inc.","9.62","0","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/otel",
"OVAS","Ovascience Inc.","12.5","227403975","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ovas",
"OSTK","Overstock.com, Inc.","25.03","591963154.38","n/a","2002","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/ostk",
"PFIN","P & F Industries, Inc.","8.76","32224877.64","n/a","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/pfin",
"PTSI","P.A.M. Transportation Services, Inc.","11.07","95929044.39","n/a","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/ptsi",
"PPBI","Pacific Premier Bancorp Inc","11.83","182625991.73","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ppbi",
"PRGN","Paragon Shipping Inc.","4.62","50826481.86","n/a","2007","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/prgn",
"PATK","Patrick Industries, Inc.","19.71","209205290.7","n/a","n/a","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/patk",
"PNBK","Patriot National Bancorp Inc.","1.335","51370952.19","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnbk",
"PCMI","PCM, Inc.","7.68","88026255.36","n/a","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/pcmi",
"PCTI","PC-Tel, Inc.","7.38","136239117.3","n/a","1999","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pcti",
